"V1" "V2" "V3"
-15.8292923609416 -56.3389049784342 -6.3405033047994
-9.4026305176491 -31.1987003725629 -7.5578538927921
-9.38972557109335 -40.691987991333 -7.03868036166481
-2.01234191656113 -35.2130405562265 -6.81239595583507
-7.37839379543211 -43.2351163073284 -7.15521230930235
-15.9156552597328 -46.4342632293701 -3.31870763390153
-9.90015634577325 -27.2579614558118 -4.27297784927044
-13.8494516611099 -42.0956572805132 -3.43340816668102
-11.021085553355 -37.9176012014414 -7.17751211934275
-12.3157283359104 -38.2622119479709 -3.60888391600715
-13.521530730001 -63.6651889929611 -4.93056098530801
-18.6574799257166 -28.5421622781193 -3.87305737663718
-10.4687250091369 -36.0505348113646 -3.87200643642839
-0.429704181371479 -46.9686845901909 -5.53913584542931
-1.33344709259622 -42.3655839807847 -4.39131319522858
-4.32906515760855 -56.1818554618142 -6.67348057031631
-12.4438117613275 -60.2034469512572 -3.83547919629568
-15.4840851299098 -50.5275145984087 -6.93432793070058
-6.25527904510498 -48.8545960489909 -3.43195068359375
-18.6293924246261 -46.7232371657642 -7.1443396397491
-22.1370786031087 -38.7509898231143 -4.6292518358382
-19.3149810117834 -60.1996077369241 -5.63334271487068
-18.8179814207788 -63.2448865853104 -4.14061795028986
-22.0448540817072 -43.966955208484 -5.52111761069592
-4.05738413333893 -56.6689740286933 -3.77960146466891
-17.6650609796697 -44.4390594482422 -7.33815078735352
-17.3288591146469 -36.5854345321655 -3.17100927233696
-21.0506000257518 -53.8653385737171 -4.83448897975765
-2.43114532551295 -59.2464594236562 -4.22869885471505
-11.356306670142 -15.8110450994773 -5.13344052580536
-22.0041208629367 -41.4343573654754 -6.12883177286462
-17.7857112884521 -29.4473367755333 -7.22711931721548
-19.3843701449308 -43.4452815662731 -3.54007808078419
-17.5405828106788 -42.9890347757647 -3.12626043442757
-19.3123436327334 -36.4767776771828 -3.57163978506018
-5.52596718706983 -57.0529222285494 -6.73197412998118
-14.0073144022624 -29.8962472279867 -7.36475687026978
-19.7820969445365 -60.4067752293178 -4.08642319951739
-3.23562570774194 -31.6145778424812 -7.04329947269324
-9.16511942790105 -15.4627972015968 -6.45222010062291
-11.4667694535974 -41.4442495058661 -3.62552624532621
-14.9753608504931 -31.0914459427198 -3.53419203311205
-18.5701884381911 -23.6380948459401 -6.47385834245121
-19.3145005362374 -28.1382951906749 -6.62964941348348
-22.2102588460415 -35.4335584519785 -5.48741439626187
-18.563985824585 -53.1904379307539 -3.41932963228774
-17.7621308184685 -63.6116516437936 -4.23715129811713
-4.25727910844107 -33.3393109639486 -4.01606207045298
-15.0545190572739 -59.9934372901917 -6.27318071722984
-16.1763457534134 -18.2029791596115 -5.90083890320152
-9.27444815081219 -52.7725407800009 -3.56656977742217
-12.1848783038911 -26.8814625285921 -7.360981742541
-17.2661116815382 -46.0015792231406 -7.22777478156551
-12.1017873415383 -46.9582461695517 -6.92510531538276
-9.58680023087395 -60.24288309945 -5.7056461903784
-21.4596670719615 -50.7926109715512 -4.52085540169164
-16.9020332010781 -55.1105606730391 -6.64535203212645
-20.0182853071657 -41.5199184679005 -3.67713363529885
-12.5723841455248 -33.1252394358317 -7.2651079442766
-19.2159246376583 -40.0529163905552 -3.38911442245756
-4.71490395843209 -31.0441264858494 -7.38615368558215
-12.2581039803927 -19.9170330547896 -4.68482461522837
-8.56928306736358 -18.8563291210018 -6.75375215974573
-2.43927181774462 -41.465752400143 -3.93379911570482
-17.4117923216386 -26.2482995119962 -7.01443602099563
-19.8810196629277 -53.9569582056116 -3.85948805161464
-1.04621021639217 -34.6603068265048 -6.20496853048151
-1.41516685101294 -36.5517882685508 -4.57081434803624
-2.56180661374872 -42.7321523030599 -3.80369213855628
-21.7015847471571 -32.4062149401793 -5.56463512931902
-8.82161066905562 -22.7775517429214 -7.3590775455337
-19.0613130728404 -62.4293158054352 -4.09834966063499
-12.2859168233751 -23.7691956773589 -7.4026905373682
